temperatura_c,umidade_pct,perda_pacotes_pct,latencia_ms,tentativas_login_falhas,idade_firmware_dias,consumo_cpu_pct,trafego_saida_kbps,criptografia_ativa,protocolo,rede,tipo_equipamento,risco_alto
25.95,49.45,1.71,28.32,0,55,81.81,724.07,nao,MQTT,iot_isolada,atuador,0
27.28,67.72,7.2,107.27,0,223,54.7,475.24,sim,MQTT,iot_isolada,atuador,0
26.24,42.37,2.1,46.15,0,240,34.35,181.39,sim,CoAP,corporativa,atuador,0
29.07,23.69,0.67,65.68,1,90,69.72,234.89,nao,MQTT,corporativa,atuador,0
38.3,27.12,2.23,14.07,0,44,95.23,1155.22,sim,HTTP,corporativa,atuador,0
10.03,42.43,7.04,160.98,1,92,5.0,372.38,sim,HTTP,corporativa,sensor,1
26.34,29.52,4.45,70.4,0,368,30.82,339.23,sim,CoAP,iot_isolada,sensor,0
29.24,59.38,0.96,70.27,0,376,76.11,163.7,nao,CoAP,visitantes,sensor,0
30.07,43.62,6.29,91.31,1,310,56.94,280.33,sim,HTTP,iot_isolada,gateway,1
25.4,94.74,5.33,5.0,5,103,38.05,493.47,sim,MQTT,corporativa,atuador,0
15.7,20.72,2.32,171.46,2,379,77.42,301.99,sim,MQTT,visitantes,atuador,1
30.3,55.67,3.76,49.16,1,110,49.61,207.77,sim,HTTP,visitantes,atuador,0
40.09,31.7,4.66,164.94,1,233,46.11,244.41,sim,MQTT,iot_isolada,atuador,1
17.26,43.12,4.95,47.83,3,189,85.05,688.34,nao,CoAP,corporativa,camera,0
34.05,54.55,3.4,39.68,1,139,39.68,476.97,nao,CoAP,iot_isolada,camera,1
25.7,10.14,3.29,87.07,4,299,63.69,434.34,sim,MQTT,iot_isolada,camera,1
27.57,56.26,1.41,229.46,1,342,21.48,406.92,sim,MQTT,corporativa,sensor,0
20.63,86.25,2.69,137.29,0,98,30.35,130.57,nao,HTTP,iot_isolada,gateway,0
25.66,43.84,1.01,93.8,0,198,50.81,361.64,sim,MQTT,iot_isolada,gateway,0
37.1,56.68,1.19,86.13,3,329,75.55,631.19,sim,MQTT,corporativa,sensor,1
32.08,70.45,2.34,67.75,1,8,89.19,248.98,sim,MQTT,visitantes,camera,0
40.13,49.05,6.17,160.17,0,257,54.67,592.41,sim,MQTT,visitantes,camera,1
36.24,41.54,4.26,109.12,3,334,40.26,437.75,sim,CoAP,iot_isolada,gateway,0
31.07,11.04,7.52,17.89,3,265,64.59,533.45,sim,HTTP,corporativa,atuador,1
40.21,63.54,5.44,28.47,3,274,16.83,309.72,sim,CoAP,corporativa,sensor,1
31.07,49.96,6.55,96.02,2,179,90.85,555.91,sim,CoAP,iot_isolada,atuador,0
33.8,33.77,2.37,24.24,1,318,51.99,107.2,sim,MQTT,iot_isolada,sensor,0
25.92,54.28,2.14,70.11,0,63,14.18,305.88,sim,HTTP,iot_isolada,sensor,1
28.47,41.49,4.05,115.27,1,92,37.64,492.31,sim,HTTP,corporativa,camera,0
23.12,42.49,3.62,87.51,0,271,38.65,367.75,sim,HTTP,corporativa,atuador,0
34.93,62.91,2.31,20.88,2,319,65.59,643.51,nao,MQTT,corporativa,atuador,0
19.75,27.91,3.62,29.9,1,424,75.02,267.74,nao,MQTT,iot_isolada,sensor,0
33.48,70.85,2.44,89.42,1,550,78.7,203.73,sim,MQTT,iot_isolada,gateway,0
26.67,26.84,17.53,213.64,1,105,56.44,94.88,sim,MQTT,corporativa,atuador,1
36.2,40.07,5.86,59.79,1,73,34.95,246.89,nao,MQTT,iot_isolada,atuador,0
33.26,86.61,5.4,117.95,1,362,29.28,429.15,sim,HTTP,visitantes,sensor,1
40.74,72.29,2.47,88.04,0,134,58.12,509.13,nao,MQTT,iot_isolada,sensor,1
33.12,53.76,9.71,38.41,0,184,53.31,112.23,sim,MQTT,corporativa,camera,0
17.0,35.07,3.37,118.85,1,337,74.38,680.43,sim,HTTP,iot_isolada,atuador,0
27.53,42.47,11.45,13.62,1,223,32.49,151.09,sim,HTTP,visitantes,sensor,0
19.8,53.32,3.6,113.13,3,311,90.42,274.57,sim,MQTT,corporativa,camera,0
24.37,52.68,5.86,91.8,2,96,64.57,200.7,sim,MQTT,corporativa,atuador,1
38.58,50.36,2.82,41.47,3,242,38.85,400.24,sim,HTTP,iot_isolada,camera,1
32.46,51.45,8.3,26.25,0,239,82.39,319.21,sim,HTTP,corporativa,camera,0
23.11,48.14,13.81,44.5,3,419,75.13,480.38,sim,CoAP,visitantes,atuador,1
20.9,26.04,4.38,36.03,2,483,74.72,1086.44,nao,MQTT,iot_isolada,sensor,1
28.23,42.7,6.35,52.71,4,131,26.65,394.85,nao,CoAP,corporativa,sensor,1
19.48,68.46,19.75,48.24,0,82,51.72,199.6,sim,HTTP,visitantes,sensor,1
23.3,27.37,13.62,41.45,0,324,99.12,412.71,sim,MQTT,iot_isolada,camera,1
30.18,48.59,1.83,13.02,0,39,42.57,1166.31,sim,MQTT,iot_isolada,sensor,0
36.09,37.24,9.65,22.94,2,340,25.43,473.16,sim,HTTP,corporativa,sensor,1
32.26,54.0,0.93,131.49,2,359,70.75,579.4,nao,CoAP,iot_isolada,sensor,1
11.96,45.0,1.37,42.44,2,123,49.52,97.95,sim,MQTT,visitantes,camera,1
30.13,78.59,8.84,53.49,2,11,35.82,391.82,nao,HTTP,corporativa,atuador,0
28.5,61.12,2.61,46.21,2,386,40.72,247.74,sim,CoAP,corporativa,camera,0
30.9,28.39,2.11,162.55,2,507,30.67,185.66,nao,MQTT,visitantes,gateway,0
39.31,64.08,14.22,35.31,2,483,40.93,294.23,nao,MQTT,corporativa,atuador,1
13.56,38.06,1.78,33.21,0,494,26.63,322.48,sim,MQTT,corporativa,gateway,0
23.86,41.61,10.71,93.2,1,58,69.81,193.05,nao,HTTP,corporativa,camera,0
32.14,57.65,3.73,74.07,0,202,54.62,341.01,sim,MQTT,iot_isolada,sensor,0
16.93,43.15,11.0,94.99,1,237,20.16,264.69,sim,HTTP,iot_isolada,sensor,1
38.33,68.07,15.08,90.93,0,212,80.81,488.68,sim,CoAP,corporativa,sensor,0
30.58,38.06,9.21,120.9,1,314,47.26,350.48,sim,HTTP,corporativa,camera,1
33.93,40.86,6.04,20.35,2,77,22.43,388.83,sim,HTTP,iot_isolada,atuador,0
24.0,40.19,3.36,87.18,0,38,82.06,593.22,sim,HTTP,iot_isolada,sensor,0
33.7,41.82,8.47,33.4,1,26,69.9,440.75,sim,HTTP,corporativa,sensor,0
35.48,71.79,21.54,9.14,2,391,34.26,297.6,sim,MQTT,iot_isolada,atuador,1
29.63,63.32,7.59,90.5,2,58,23.6,69.35,sim,MQTT,iot_isolada,atuador,0
29.64,82.78,12.45,86.92,3,211,45.93,428.21,sim,MQTT,corporativa,gateway,1
29.89,92.82,9.48,63.78,0,118,71.88,157.85,nao,CoAP,corporativa,sensor,0
21.96,33.45,4.29,122.31,1,123,63.63,281.36,sim,MQTT,visitantes,camera,0
26.97,53.27,2.1,33.63,2,165,32.74,387.51,sim,MQTT,visitantes,sensor,1
26.93,30.83,5.14,100.77,1,127,25.18,759.85,nao,MQTT,corporativa,camera,0
30.68,38.0,2.83,57.18,2,38,55.53,1085.32,sim,HTTP,visitantes,gateway,0
35.0,40.66,8.31,60.51,2,165,54.41,156.83,sim,MQTT,iot_isolada,atuador,0
20.59,32.97,0.32,10.76,1,98,62.55,118.97,sim,MQTT,visitantes,sensor,0
27.12,33.07,6.65,123.13,4,94,86.58,375.4,nao,CoAP,visitantes,atuador,1
38.37,49.4,3.26,84.61,1,605,46.2,354.14,sim,CoAP,iot_isolada,sensor,1
22.79,30.1,13.48,98.17,1,49,28.18,128.85,sim,HTTP,iot_isolada,sensor,0
22.24,67.16,5.51,29.8,0,159,25.02,295.41,sim,CoAP,corporativa,atuador,0
29.42,35.48,8.7,77.91,0,224,88.73,454.08,sim,HTTP,iot_isolada,camera,0
33.91,100.0,8.91,57.09,0,606,27.26,126.33,sim,MQTT,corporativa,camera,1
28.08,43.88,4.1,87.7,0,69,77.97,148.98,nao,MQTT,iot_isolada,sensor,0
37.3,53.3,4.79,75.41,0,466,65.94,190.39,nao,CoAP,corporativa,sensor,1
34.0,28.68,1.93,183.02,2,164,38.65,257.6,nao,MQTT,iot_isolada,sensor,1
33.89,82.71,2.23,147.76,3,169,47.78,485.79,sim,HTTP,visitantes,gateway,0
31.88,72.15,3.99,52.3,1,301,41.29,237.81,sim,HTTP,corporativa,sensor,0
44.29,57.34,4.3,90.43,0,517,61.27,310.67,nao,MQTT,iot_isolada,atuador,1
26.56,27.76,5.4,49.03,3,126,74.97,1439.89,sim,HTTP,iot_isolada,gateway,0
13.98,55.79,4.83,120.16,2,237,81.43,153.02,sim,MQTT,iot_isolada,atuador,0
39.23,31.81,9.42,58.9,0,214,35.72,189.22,sim,MQTT,visitantes,atuador,0
24.8,78.32,4.04,43.94,1,206,92.51,480.42,sim,MQTT,iot_isolada,gateway,0
28.76,66.57,1.3,77.16,1,338,45.12,596.83,sim,CoAP,corporativa,camera,0
37.17,53.72,4.18,140.43,3,104,80.04,399.56,nao,HTTP,iot_isolada,atuador,1
16.78,8.15,9.94,126.32,3,141,36.26,1060.27,sim,MQTT,iot_isolada,sensor,1
19.24,34.3,5.16,45.95,0,40,64.93,373.24,nao,CoAP,corporativa,sensor,0
16.79,64.38,0.28,172.86,3,284,81.5,74.94,sim,MQTT,iot_isolada,camera,0
22.44,73.83,3.78,31.35,5,199,63.03,319.86,nao,MQTT,iot_isolada,sensor,1
31.08,71.97,6.62,39.84,1,508,86.09,200.4,sim,CoAP,corporativa,gateway,1
31.67,23.34,6.89,116.84,1,68,18.93,787.35,sim,HTTP,iot_isolada,atuador,0
29.93,57.43,9.26,9.21,1,657,39.19,587.12,sim,CoAP,corporativa,gateway,1
18.11,70.28,6.72,65.81,0,319,49.83,98.22,sim,HTTP,iot_isolada,sensor,0
11.83,22.15,0.16,52.13,0,309,83.54,769.1,sim,MQTT,iot_isolada,sensor,0
28.38,51.86,6.97,179.31,4,116,64.31,576.84,sim,CoAP,corporativa,sensor,1
24.7,56.93,1.05,26.67,1,153,39.28,238.14,sim,MQTT,iot_isolada,sensor,0
31.22,46.59,0.93,29.33,3,133,37.7,282.9,sim,HTTP,visitantes,camera,0
32.91,18.66,12.09,195.08,0,447,93.41,791.97,sim,MQTT,iot_isolada,gateway,1
28.97,46.14,8.26,52.59,1,33,51.78,75.18,sim,MQTT,iot_isolada,gateway,1
33.32,46.11,0.6,136.9,2,172,42.99,408.21,sim,HTTP,visitantes,camera,0
29.6,49.33,2.33,46.36,0,183,17.71,642.51,sim,MQTT,corporativa,sensor,0
31.71,41.86,6.75,38.55,1,129,55.16,280.87,sim,CoAP,corporativa,sensor,0
23.07,44.03,5.55,141.32,3,85,46.37,470.38,sim,HTTP,corporativa,camera,1
26.74,51.29,5.13,225.28,1,16,65.41,321.25,sim,MQTT,iot_isolada,sensor,1
29.38,59.96,2.88,148.36,3,174,61.66,172.63,sim,CoAP,corporativa,sensor,0
33.74,46.52,8.1,44.09,0,283,38.09,169.64,sim,HTTP,iot_isolada,gateway,0
25.24,44.63,9.12,63.74,2,199,92.83,491.94,nao,CoAP,iot_isolada,sensor,0
31.65,53.66,14.01,30.47,2,85,55.6,191.52,nao,MQTT,corporativa,sensor,0
26.14,17.42,1.57,34.98,0,185,64.47,102.8,sim,HTTP,corporativa,camera,1
27.18,60.59,4.01,33.53,2,512,59.23,325.6,sim,CoAP,corporativa,sensor,0
33.81,51.99,6.42,47.23,0,108,21.2,208.69,sim,HTTP,iot_isolada,gateway,0
14.05,52.71,6.56,71.28,1,221,20.65,129.1,sim,CoAP,corporativa,sensor,0
18.92,69.29,4.04,65.64,1,245,73.67,314.26,sim,MQTT,corporativa,atuador,0
17.62,16.85,2.42,105.93,0,53,46.66,511.37,sim,HTTP,corporativa,camera,0
11.66,16.47,4.68,73.94,0,148,36.51,303.11,sim,MQTT,iot_isolada,sensor,0
23.25,56.93,3.3,99.29,3,149,63.7,141.69,nao,HTTP,corporativa,sensor,1
33.25,51.87,16.76,109.97,4,193,67.44,418.75,sim,HTTP,iot_isolada,atuador,0
26.01,55.06,5.53,44.7,3,437,64.06,616.84,sim,HTTP,iot_isolada,camera,1
29.38,43.68,2.19,58.01,2,65,76.81,1406.87,nao,MQTT,iot_isolada,gateway,1
35.62,63.96,4.64,374.01,0,456,38.52,819.99,sim,MQTT,corporativa,atuador,1
37.29,68.79,1.7,41.86,1,299,39.93,147.86,sim,MQTT,iot_isolada,sensor,0
27.52,60.71,7.8,103.11,3,669,49.77,544.93,nao,MQTT,corporativa,camera,1
37.48,47.31,6.24,21.69,1,23,43.34,357.65,sim,MQTT,iot_isolada,gateway,0
28.64,14.06,6.72,112.07,0,916,17.41,133.42,sim,CoAP,iot_isolada,atuador,0
22.14,65.85,1.76,36.57,1,50,9.88,364.55,sim,MQTT,iot_isolada,sensor,0
23.84,73.99,2.68,67.35,0,91,79.08,1144.9,sim,HTTP,corporativa,atuador,1
17.64,63.6,2.34,18.42,2,91,63.51,690.29,sim,MQTT,iot_isolada,camera,1
21.78,36.17,2.09,62.56,3,289,43.26,147.02,nao,MQTT,iot_isolada,atuador,0
25.49,64.13,5.17,63.5,0,158,79.55,301.75,sim,CoAP,corporativa,sensor,0
33.63,67.49,1.36,56.41,0,104,39.24,421.65,nao,MQTT,iot_isolada,camera,0
40.05,80.06,5.14,88.28,1,589,62.81,89.04,sim,CoAP,corporativa,sensor,1
18.32,36.23,9.07,133.6,2,18,59.07,91.21,nao,CoAP,visitantes,atuador,1
30.75,47.92,0.4,29.21,1,381,41.79,333.03,sim,CoAP,iot_isolada,sensor,0
20.72,65.45,5.74,57.44,0,180,58.86,336.09,sim,CoAP,corporativa,gateway,1
31.32,53.03,1.22,19.71,1,102,84.87,82.5,nao,HTTP,corporativa,sensor,0
27.08,31.89,10.2,11.86,1,113,21.52,392.13,nao,HTTP,corporativa,sensor,1
15.18,59.46,0.71,73.27,1,145,19.7,639.62,sim,MQTT,iot_isolada,sensor,1
34.5,62.42,4.73,27.29,1,93,24.94,256.52,sim,MQTT,corporativa,gateway,0
23.76,53.58,7.68,65.19,1,340,61.95,311.65,sim,HTTP,corporativa,sensor,0
24.26,55.95,5.18,75.36,0,135,37.45,445.85,sim,MQTT,iot_isolada,atuador,1
20.51,47.34,3.82,14.18,1,306,83.72,406.39,sim,CoAP,corporativa,gateway,0
23.42,78.61,1.39,83.51,1,115,67.76,92.94,sim,CoAP,corporativa,atuador,0
31.0,35.79,4.8,129.43,2,218,73.09,158.6,sim,MQTT,iot_isolada,gateway,0
26.68,41.43,6.64,96.85,2,218,47.24,226.54,sim,MQTT,iot_isolada,camera,0
30.3,52.2,16.93,29.82,1,191,62.45,163.6,nao,HTTP,iot_isolada,camera,1
30.53,67.82,9.43,62.23,1,465,60.09,834.54,sim,MQTT,corporativa,sensor,0
37.24,25.05,3.85,67.36,2,498,82.37,465.98,nao,MQTT,iot_isolada,camera,1
25.6,28.41,11.6,58.26,0,327,72.26,137.44,sim,HTTP,iot_isolada,atuador,1
17.66,15.32,3.4,20.69,1,403,51.82,257.23,sim,HTTP,iot_isolada,sensor,1
35.47,52.59,5.69,33.97,1,315,89.29,659.36,sim,CoAP,visitantes,sensor,0
25.68,31.87,11.17,54.49,2,128,16.23,190.12,sim,MQTT,corporativa,camera,0
35.8,45.08,2.5,74.62,0,169,87.17,542.46,sim,MQTT,iot_isolada,atuador,0
30.68,63.9,3.2,41.64,1,23,56.11,787.0,nao,HTTP,visitantes,sensor,0
27.08,40.45,7.57,10.45,1,79,21.42,700.15,sim,MQTT,corporativa,atuador,0
30.44,56.16,13.05,43.7,2,51,44.37,339.1,sim,HTTP,visitantes,sensor,1
41.66,46.61,6.52,182.85,1,101,71.21,717.46,sim,HTTP,iot_isolada,camera,1
42.54,64.1,11.52,83.91,1,232,37.28,207.36,sim,MQTT,corporativa,atuador,1
28.49,60.55,15.8,73.12,4,124,62.35,1702.95,sim,CoAP,corporativa,sensor,0
29.12,39.55,15.27,33.55,1,351,30.76,353.75,sim,HTTP,corporativa,camera,1
35.53,48.96,7.12,45.3,1,82,36.07,666.98,sim,HTTP,visitantes,atuador,1
22.08,70.79,7.36,9.6,2,296,69.02,231.97,sim,CoAP,visitantes,sensor,1
30.33,59.08,10.61,31.67,0,76,51.1,423.94,sim,MQTT,iot_isolada,sensor,0
27.82,26.85,1.13,81.01,0,443,30.24,437.21,sim,CoAP,corporativa,atuador,0
30.2,63.8,1.88,73.51,3,82,41.46,155.99,nao,CoAP,iot_isolada,camera,1
22.17,32.48,3.27,38.56,0,265,80.21,152.79,sim,CoAP,iot_isolada,atuador,0
16.87,77.43,5.97,58.22,1,104,69.07,259.01,sim,MQTT,corporativa,atuador,1
13.49,70.43,2.41,65.67,4,549,61.78,647.9,nao,HTTP,corporativa,camera,1
20.18,57.22,10.01,40.25,3,534,73.39,82.93,sim,CoAP,corporativa,camera,0
24.79,54.83,4.22,87.27,2,258,71.82,231.83,sim,MQTT,corporativa,camera,0
25.95,48.24,2.04,72.56,2,255,36.94,747.63,sim,MQTT,iot_isolada,sensor,0
41.56,64.21,1.81,46.59,0,333,73.57,126.15,sim,MQTT,corporativa,camera,0
35.74,45.33,9.93,22.01,3,292,59.47,718.91,sim,MQTT,corporativa,atuador,1
21.27,56.24,3.57,44.02,2,365,85.84,135.71,sim,MQTT,corporativa,atuador,0
30.43,67.69,5.08,41.74,0,80,83.16,157.34,sim,CoAP,iot_isolada,atuador,0
25.15,41.89,1.08,38.49,1,191,49.12,269.6,nao,MQTT,iot_isolada,atuador,0
26.01,40.91,3.25,14.8,2,111,11.77,1109.23,sim,MQTT,corporativa,sensor,1
29.3,30.5,1.22,152.34,2,528,57.2,190.95,sim,MQTT,visitantes,camera,1
32.33,32.84,8.77,147.56,4,60,42.43,88.85,nao,MQTT,iot_isolada,sensor,1
25.63,19.09,3.35,56.68,1,592,67.51,112.02,sim,MQTT,corporativa,camera,1
35.45,65.14,7.53,74.37,1,194,29.06,573.85,sim,MQTT,corporativa,atuador,0
20.01,84.56,0.35,86.23,1,369,75.3,115.78,sim,CoAP,visitantes,atuador,0
28.04,77.66,8.05,57.35,2,123,85.17,686.48,sim,MQTT,iot_isolada,atuador,0
46.18,22.73,4.6,78.1,1,55,47.31,313.83,sim,CoAP,corporativa,sensor,0
29.56,65.05,2.05,94.7,2,514,86.17,292.19,sim,MQTT,iot_isolada,camera,1
38.03,77.6,13.84,70.67,2,276,55.45,368.01,nao,MQTT,corporativa,sensor,1
28.64,43.78,4.11,106.08,1,65,91.73,170.61,sim,MQTT,iot_isolada,camera,1
32.07,53.83,3.16,37.46,1,175,60.23,329.15,nao,MQTT,iot_isolada,sensor,0
27.6,15.86,2.11,62.18,1,164,79.08,129.65,sim,CoAP,iot_isolada,atuador,1
26.81,56.8,4.29,295.39,1,269,63.55,768.33,sim,HTTP,iot_isolada,camera,1
22.54,32.86,8.67,122.72,1,80,67.12,145.6,sim,CoAP,iot_isolada,gateway,0
31.01,55.59,4.5,71.81,1,64,56.57,406.35,sim,MQTT,corporativa,atuador,0
22.04,23.9,10.48,29.27,1,212,65.32,144.85,sim,MQTT,visitantes,sensor,0
32.66,61.77,7.21,64.5,2,85,93.79,205.77,sim,HTTP,corporativa,camera,1
35.6,70.44,12.19,117.38,2,525,37.23,230.05,sim,MQTT,corporativa,atuador,1
30.57,37.9,1.6,101.86,1,345,30.75,2408.94,sim,MQTT,visitantes,atuador,0
26.0,31.54,4.09,11.42,1,338,93.35,295.86,sim,MQTT,visitantes,sensor,1
31.18,13.19,2.97,15.37,3,22,63.84,168.16,sim,HTTP,iot_isolada,gateway,1
25.84,47.2,3.18,16.09,1,127,61.64,218.94,sim,HTTP,iot_isolada,sensor,0
34.55,41.53,5.98,87.18,1,150,7.18,104.24,nao,MQTT,corporativa,sensor,0
15.18,24.08,1.09,16.3,0,73,44.39,266.68,sim,MQTT,iot_isolada,sensor,0
25.65,60.15,9.21,28.19,0,293,74.06,1091.99,sim,HTTP,corporativa,camera,0
14.06,43.9,0.73,55.83,1,265,26.24,378.13,sim,MQTT,corporativa,sensor,0
17.53,32.64,17.66,130.33,2,328,90.06,562.49,sim,MQTT,iot_isolada,gateway,0
37.55,42.02,5.7,90.03,0,397,41.36,158.07,nao,MQTT,visitantes,sensor,1
34.27,71.28,9.22,50.96,0,384,49.46,259.22,nao,MQTT,visitantes,sensor,1
22.96,62.85,6.27,108.09,0,967,10.52,344.72,sim,MQTT,visitantes,gateway,1
17.48,49.66,1.68,217.15,2,187,37.38,179.88,nao,CoAP,iot_isolada,sensor,1
7.25,63.14,2.69,64.92,0,162,41.46,395.44,sim,CoAP,corporativa,sensor,0
24.2,31.1,4.32,20.84,1,290,18.93,459.8,nao,CoAP,corporativa,sensor,1
44.94,52.58,11.52,29.05,2,447,54.44,437.03,nao,MQTT,iot_isolada,sensor,1
31.04,54.65,1.93,28.81,3,39,39.8,268.87,sim,MQTT,corporativa,camera,1
24.08,43.54,8.85,34.59,2,96,46.86,641.39,nao,HTTP,iot_isolada,atuador,1
31.26,59.84,14.35,48.29,3,117,69.05,249.55,sim,MQTT,corporativa,gateway,0
17.07,37.95,2.75,76.16,1,202,71.31,234.12,sim,MQTT,visitantes,sensor,0
25.92,61.18,0.19,17.97,0,128,73.1,819.81,sim,MQTT,corporativa,sensor,0
28.7,61.93,8.74,21.29,1,402,64.07,137.71,sim,MQTT,corporativa,atuador,0
27.4,5.0,3.39,94.13,1,224,75.03,90.73,sim,MQTT,iot_isolada,sensor,1
33.54,73.43,2.56,41.89,2,173,22.29,162.8,sim,MQTT,iot_isolada,sensor,0
30.41,5.0,14.61,31.47,1,267,77.06,391.92,sim,CoAP,corporativa,sensor,1
32.68,40.91,1.03,52.53,2,27,37.14,734.0,sim,MQTT,iot_isolada,gateway,0
23.18,70.46,0.54,145.22,1,257,78.44,188.22,sim,HTTP,iot_isolada,gateway,0
34.28,46.29,2.71,102.98,0,87,33.75,1064.63,sim,CoAP,corporativa,sensor,0
39.4,25.61,18.45,98.29,1,353,93.9,304.61,sim,MQTT,iot_isolada,sensor,1
21.21,32.31,1.51,178.41,0,33,48.13,275.65,sim,HTTP,visitantes,gateway,0
21.79,70.48,7.47,78.7,3,280,76.37,164.85,sim,HTTP,corporativa,sensor,1
37.35,17.41,3.51,188.88,1,89,47.89,1171.39,sim,MQTT,iot_isolada,camera,1
26.66,72.32,5.98,198.56,0,454,31.31,269.02,sim,CoAP,corporativa,atuador,1
37.83,51.01,3.36,18.52,3,42,51.23,117.64,sim,CoAP,iot_isolada,sensor,1
24.9,30.54,2.0,13.92,2,196,31.87,1669.65,sim,CoAP,visitantes,sensor,0
38.19,41.5,6.54,27.2,1,317,31.64,393.69,sim,MQTT,corporativa,gateway,0
28.92,33.69,2.57,135.96,0,246,51.05,522.79,sim,MQTT,iot_isolada,gateway,0
29.81,67.59,9.14,53.33,2,245,86.37,969.8,sim,MQTT,iot_isolada,camera,0
38.95,65.18,1.95,48.47,2,59,28.8,459.49,nao,MQTT,corporativa,sensor,1
25.47,21.06,15.41,110.04,2,55,80.7,591.36,sim,MQTT,iot_isolada,sensor,1
21.41,44.74,6.34,40.23,1,238,78.4,310.45,sim,HTTP,visitantes,camera,0
24.86,36.46,8.39,71.75,2,211,85.38,499.5,sim,MQTT,visitantes,sensor,0
31.17,75.28,6.72,94.1,1,76,76.61,291.81,sim,MQTT,iot_isolada,sensor,0
17.04,27.7,4.65,29.38,2,72,27.1,294.67,sim,MQTT,corporativa,sensor,0
32.46,80.88,3.04,23.87,2,175,5.66,324.99,sim,MQTT,corporativa,camera,0
24.23,51.4,6.77,64.65,0,139,84.12,226.38,sim,HTTP,corporativa,sensor,0
36.03,31.09,3.89,70.71,0,653,24.45,425.41,sim,HTTP,iot_isolada,camera,1
11.24,39.81,10.81,104.41,1,472,74.32,424.66,sim,MQTT,corporativa,camera,0
22.49,37.57,9.71,26.61,0,344,22.73,530.19,sim,MQTT,iot_isolada,atuador,0
16.19,29.06,9.28,35.47,1,512,30.61,467.65,nao,MQTT,iot_isolada,camera,0
22.22,53.71,8.63,197.3,1,109,26.89,1212.0,sim,HTTP,corporativa,gateway,1
29.73,29.9,6.86,120.91,1,124,21.96,624.43,sim,MQTT,visitantes,sensor,1
26.75,12.75,3.6,57.11,1,426,37.04,258.51,sim,MQTT,corporativa,gateway,0
26.23,45.17,2.94,133.82,2,195,34.18,410.41,sim,MQTT,corporativa,camera,0
26.89,19.55,2.96,26.69,2,205,62.06,803.43,sim,MQTT,iot_isolada,atuador,1
29.42,38.46,8.15,52.31,1,67,77.7,153.7,sim,MQTT,corporativa,atuador,0
20.94,35.64,0.96,70.28,3,412,35.45,1224.11,sim,HTTP,corporativa,sensor,0
32.95,36.32,7.16,47.9,1,290,77.4,173.77,sim,MQTT,visitantes,atuador,0
32.64,88.02,0.89,49.21,1,152,73.92,561.26,sim,MQTT,visitantes,gateway,0
30.7,53.02,7.02,100.91,0,125,31.37,300.25,nao,MQTT,iot_isolada,gateway,0
31.9,56.42,5.22,122.03,2,459,39.47,288.4,sim,MQTT,corporativa,camera,0
30.07,20.02,2.22,44.07,3,111,76.38,120.06,sim,HTTP,corporativa,sensor,0
42.25,40.23,1.63,19.5,0,48,87.4,564.11,nao,CoAP,corporativa,atuador,0
27.39,55.88,0.93,15.85,0,477,72.14,121.29,sim,HTTP,corporativa,sensor,0
25.85,33.56,3.79,8.54,1,484,15.58,108.86,sim,HTTP,visitantes,camera,1
22.73,68.35,6.23,176.49,3,110,35.22,673.03,sim,CoAP,corporativa,sensor,1
20.77,30.35,4.52,101.19,2,739,93.49,1046.0,nao,CoAP,iot_isolada,sensor,0
19.29,46.85,7.66,86.62,1,179,26.65,187.34,sim,CoAP,corporativa,gateway,0
21.78,41.45,8.19,39.68,3,111,93.0,603.16,sim,CoAP,iot_isolada,gateway,0
27.51,54.96,1.12,39.5,1,283,49.89,521.95,nao,CoAP,corporativa,atuador,1
30.34,40.47,1.92,124.68,1,58,66.7,280.32,sim,CoAP,corporativa,gateway,0
28.36,47.12,0.29,13.99,4,84,92.08,761.33,sim,MQTT,corporativa,gateway,1
22.64,47.75,1.66,45.56,1,239,69.14,266.52,sim,CoAP,visitantes,atuador,0
34.3,38.78,4.6,136.66,1,208,22.4,429.35,nao,MQTT,iot_isolada,camera,1
33.18,60.73,5.16,45.5,0,368,40.72,124.26,sim,CoAP,iot_isolada,gateway,0
26.88,56.29,6.86,97.71,0,66,65.18,128.03,sim,CoAP,corporativa,atuador,0
23.43,50.4,1.91,58.82,1,656,89.29,677.45,sim,CoAP,iot_isolada,gateway,0
31.84,44.25,0.28,5.0,2,137,30.63,439.59,nao,CoAP,iot_isolada,gateway,1
29.32,66.34,1.69,57.0,2,203,88.44,270.5,sim,HTTP,iot_isolada,camera,1
17.86,47.75,9.02,65.6,1,131,36.5,1136.25,sim,HTTP,iot_isolada,camera,1
27.52,46.48,10.8,53.75,0,57,53.15,1127.91,sim,MQTT,visitantes,camera,1
29.83,53.88,4.03,22.85,1,186,55.19,406.43,sim,MQTT,visitantes,gateway,1
21.7,82.54,2.94,54.21,1,314,67.68,107.88,sim,MQTT,visitantes,camera,0
29.33,27.87,8.84,9.19,3,165,64.57,276.41,sim,MQTT,iot_isolada,sensor,1
17.82,65.86,4.92,45.13,0,93,8.41,166.87,sim,MQTT,corporativa,sensor,0
37.35,17.92,2.45,103.07,2,377,53.66,318.19,sim,HTTP,corporativa,camera,0
36.74,55.91,9.01,170.24,0,387,66.61,155.18,sim,HTTP,corporativa,sensor,1
26.23,80.35,9.01,152.23,3,158,71.8,129.37,sim,MQTT,corporativa,sensor,1
